nearest_node,dist_to_node_m,nama_kelurahan,nama_kecamatan,jumlah_penduduk,lon,lat,wilayah_samsat,rasio_ev_wilayah,estimasi_ev
11014872291,82.59066814486745,Sukawarna,Sukajadi,14842,107.58006259927524,-6.881431832434688,Pajajaran,0.0025141975770577,37.31572043869058
11014872291,75.13142867620027,Sukawarna,Sukajadi,14842,107.57977433425134,-6.881703930791477,Pajajaran,0.0025141975770577,37.31572043869058
11143200363,100.7940112219638,Sukawarna,Sukajadi,14842,107.580082038283,-6.881941594036582,Pajajaran,0.0025141975770577,37.31572043869058
11143200363,75.496111024506,Sukawarna,Sukajadi,14842,107.58048372947798,-6.881813408731493,Pajajaran,0.0025141975770577,37.31572043869058
11143200363,75.06028661604698,Sukawarna,Sukajadi,14842,107.58028531311427,-6.882055091778666,Pajajaran,0.0025141975770577,37.31572043869058
11143200363,69.27475881487933,Sukawarna,Sukajadi,14842,107.58036430657585,-6.882022221821092,Pajajaran,0.0025141975770577,37.31572043869058
11143200363,63.25964908244172,Sukawarna,Sukajadi,14842,107.58044157812924,-6.882007394730171,Pajajaran,0.0025141975770577,37.31572043869058
11143200363,57.056649592989714,Sukawarna,Sukajadi,14842,107.58053256448336,-6.881990128986321,Pajajaran,0.0025141975770577,37.31572043869058
11347393969,85.51473310669033,Sukawarna,Sukajadi,14842,107.5802525109334,-6.881395575101317,Pajajaran,0.0025141975770577,37.31572043869058
11347393969,62.4555054175012,Sukawarna,Sukajadi,14842,107.58043467044318,-6.8812841397321085,Pajajaran,0.0025141975770577,37.31572043869058
11143200364,85.24943433420191,Sukawarna,Sukajadi,14842,107.58035379999713,-6.881516800000626,Pajajaran,0.0025141975770577,37.31572043869058
11143200364,95.55024799784933,Sukawarna,Sukajadi,14842,107.5802640017826,-6.88155416870837,Pajajaran,0.0025141975770577,37.31572043869058
11143200363,71.18468432524077,Sukawarna,Sukajadi,14842,107.58069104999473,-6.881749400000286,Pajajaran,0.0025141975770577,37.31572043869058
5458423164,20.07020029041983,Sukagalih,Sukajadi,19076,107.58256915970738,-6.882649327697595,Pajajaran,0.0025141975770577,47.96083297995294
1659928196,18.774967534121725,Sukagalih,Sukajadi,19076,107.58237308220144,-6.882631441518207,Pajajaran,0.0025141975770577,47.96083297995294
5458423162,35.49207916803769,Sukagalih,Sukajadi,19076,107.5829460494241,-6.882636800469466,Pajajaran,0.0025141975770577,47.96083297995294
5458423164,21.83479553695524,Sukagalih,Sukajadi,19076,107.58278224393186,-6.882670403828541,Pajajaran,0.0025141975770577,47.96083297995294
5458423372,57.43381640009654,Sarijadi,Sukasari,27619,107.58089979939724,-6.879238432239737,Pajajaran,0.0025141975770577,69.43962288075699
5458423372,43.35431218543572,Sarijadi,Sukasari,27619,107.58085682787134,-6.879504776439191,Pajajaran,0.0025141975770577,69.43962288075699
5458423372,58.82577303981829,Sarijadi,Sukasari,27619,107.580765295516,-6.879373846519246,Pajajaran,0.0025141975770577,69.43962288075699
5458423372,66.0954600501476,Sarijadi,Sukasari,27619,107.5806487330203,-6.879479225816835,Pajajaran,0.0025141975770577,69.43962288075699
5458423372,70.34617159828824,Sarijadi,Sukasari,27619,107.58058710359262,-6.879628752005573,Pajajaran,0.0025141975770577,69.43962288075699
6443316201,70.62532220936842,Sarijadi,Sukasari,27619,107.58043863969478,-6.879723383621747,Pajajaran,0.0025141975770577,69.43962288075699
6443316201,57.00822086677421,Sarijadi,Sukasari,27619,107.5802910161254,-6.879793778984959,Pajajaran,0.0025141975770577,69.43962288075699
6443316201,44.60118269655408,Sarijadi,Sukasari,27619,107.58018537593954,-6.879884837600717,Pajajaran,0.0025141975770577,69.43962288075699
6443316201,64.84169664987378,Sarijadi,Sukasari,27619,107.58062842251624,-6.8799686420931625,Pajajaran,0.0025141975770577,69.43962288075699
