p,demand_id,nama_kelurahan,wilayah_samsat,bobot_ev,candidate_id,nama_kandidat,klaster_kandidat,jarak_jaringan_m,jarak_jaringan_km
20,100,CIROYOM,Pajajaran,55.90762435976255,139,Living Plaza,B_Mall,1988.2701389620474,1.9882701389620474
20,101,DUNGUS CARIANG,Pajajaran,52.20318622334223,180,RS Rajawali,E_RumahSakit,2352.2599064679575,2.3522599064679577
20,102,ARJUNA,Pajajaran,35.923068566697125,139,Living Plaza,B_Mall,884.7237893714153,0.8847237893714153
20,103,GARUDA,Pajajaran,28.925672634084354,180,RS Rajawali,E_RumahSakit,524.2882914289738,0.5242882914289738
20,104,MALEBER,Pajajaran,55.03419770334609,180,RS Rajawali,E_RumahSakit,556.5932837652344,0.5565932837652344
20,105,PASIRKALIKI,Pajajaran,25.359417816249408,139,Living Plaza,B_Mall,1543.4809788849877,1.5434809788849877
20,106,PAMOYANAN,Pajajaran,21.59322256313625,139,Living Plaza,B_Mall,806.580494911523,0.8065804949115231
20,107,SUKABUNGAH,Pajajaran,60.574114782254874,139,Living Plaza,B_Mall,1489.6590838961763,1.4896590838961763
20,108,PAJAJARAN,Pajajaran,73.987155347977,139,Living Plaza,B_Mall,1705.9996488288432,1.7059996488288431
20,109,CAMPAKA,Pajajaran,52.652377075213565,180,RS Rajawali,E_RumahSakit,1623.854903825151,1.623854903825151
20,110,HUSEN SASTRANEGARA,Pajajaran,46.783466660357746,180,RS Rajawali,E_RumahSakit,2137.4984737881405,2.1374984737881406
20,111,SUKARAJA,Pajajaran,68.6623432080821,254,Setrasari Mall,B_Mall,3411.1045809660714,3.411104580966071
20,112,SUKAWARNA,Pajajaran,41.407563172357534,254,Setrasari Mall,B_Mall,1816.4619890963477,1.8164619890963476
20,113,PASTEUR,Pajajaran,52.47506102337104,139,Living Plaza,B_Mall,2375.0589285005963,2.375058928500596
20,114,CIPEDES,Pajajaran,85.50179143937751,254,Setrasari Mall,B_Mall,1996.611027453033,1.996611027453033
20,115,SUKAGALIH,Pajajaran,53.219961937467474,254,Setrasari Mall,B_Mall,855.1337282871056,0.8551337282871055
20,116,SUKARASA,Pajajaran,38.40246208021042,254,Setrasari Mall,B_Mall,908.4370862378481,0.9084370862378481
20,117,SARIJADI,Pajajaran,77.36233407682943,254,Setrasari Mall,B_Mall,1240.2716626537758,1.2402716626537758
20,118,GEGERKALONG,Pajajaran,66.72112667765224,254,Setrasari Mall,B_Mall,1855.45932328803,1.8554593232880299
20,119,ISOLA,Pajajaran,38.730185498400395,238,Grand Mercure Bandung Setiabudi,D_Hotel,834.4825931656433,0.8344825931656432
20,120,SINDANG JAYA,Soekarno Hatta,39.414932974073835,241,Gedung Sekretariat,C_Kantor,1268.2602826456346,1.2682602826456346
20,121,KARANG PAMULANG,Soekarno Hatta,50.43075860165575,241,Gedung Sekretariat,C_Kantor,4130.078533914451,4.1300785339144515
20,122,PASIR IMPUN,Soekarno Hatta,35.54382348554872,241,Gedung Sekretariat,C_Kantor,1606.0080361596724,1.6060080361596725
20,123,JATIHANDAP,Soekarno Hatta,72.06998214542561,205,PT Permodalan Nasional Madani,C_Kantor,2637.8883507801256,2.6378883507801256
20,124,SUKAMULYA,Soekarno Hatta,14.721923964007251,184,Kelurahan Pasanggrahan,C_Kantor,1006.7507404715309,1.0067507404715308
20,125,KEBON JAYANTI,Kawaluyaan,38.57898327283088,67,Pertamina,A_SPBU,778.0483664272762,0.7780483664272762
20,126,KEBON KANGKUNG,Kawaluyaan,38.10113584533574,67,Pertamina,A_SPBU,2214.636655125198,2.214636655125198
20,127,BABAKAN SURABAYA,Kawaluyaan,61.40339443312606,205,PT Permodalan Nasional Madani,C_Kantor,1314.6941986937745,1.3146941986937746
20,128,ANTAPANI KULON,Soekarno Hatta,29.11052332212875,138,Pertamina,A_SPBU,973.4357811467349,0.9734357811467349
20,129,CICAHEUM,Kawaluyaan,52.01340462295039,205,PT Permodalan Nasional Madani,C_Kantor,580.583114610308,0.580583114610308
20,130,BABAKAN SARI,Kawaluyaan,111.83356962762868,67,Pertamina,A_SPBU,765.0522513293784,0.7650522513293784
20,131,SUKAPURA,Kawaluyaan,81.815539664259,67,Pertamina,A_SPBU,2281.44220125076,2.28144220125076
20,132,ANTAPANI KIDUL,Soekarno Hatta,67.48848965068667,138,Pertamina,A_SPBU,1607.4561105863804,1.6074561105863805
20,133,ANTAPANI WETAN,Soekarno Hatta,52.20744895859392,138,Pertamina,A_SPBU,2189.502369125001,2.1895023691250013
20,134,SUKAMISKIN,Soekarno Hatta,58.719294102241115,138,Pertamina,A_SPBU,1873.9706379135737,1.8739706379135737
20,135,RANCANUMPANG,Soekarno Hatta,14.294108173097623,4,PT Pertamina Bandung,C_Kantor,4701.78147613034,4.70178147613034
20,136,CISARANTEN KULON,Soekarno Hatta,72.06928313076297,241,Gedung Sekretariat,C_Kantor,2391.167811907456,2.3911678119074558
20,137,CISARANTEN WETAN,Soekarno Hatta,17.385841508485896,241,Gedung Sekretariat,C_Kantor,2111.35554033909,2.11135554033909
20,138,CIMINCRANG,Soekarno Hatta,11.73547836409375,4,PT Pertamina Bandung,C_Kantor,3368.406706130791,3.368406706130791
20,139,CISARANTEN BINA HARAPAN,Soekarno Hatta,32.762990482376225,241,Gedung Sekretariat,C_Kantor,684.5400749021535,0.6845400749021535
20,140,BABAKAN PENGHULU,Soekarno Hatta,20.32344921164386,4,PT Pertamina Bandung,C_Kantor,681.4010251007899,0.6814010251007898
20,141,PAKEMITAN,Soekarno Hatta,17.513563582536246,184,Kelurahan Pasanggrahan,C_Kantor,1949.5466405296395,1.9495466405296396
20,142,CISARANTEN KIDUL,Soekarno Hatta,57.295679877004645,4,PT Pertamina Bandung,C_Kantor,2045.4966438932338,2.045496643893234
20,143,ANTAPANI TENGAH,Soekarno Hatta,63.23621814967041,138,Pertamina,A_SPBU,1630.5303587562034,1.6305303587562034
20,144,CISARANTEN ENDAH,Soekarno Hatta,55.145525279131995,138,Pertamina,A_SPBU,2641.37667327955,2.6413766732795496
20,145,MANJAHLEGA,Soekarno Hatta,57.22695692329798,74,Kantor Kecamatan Rancasari,C_Kantor,1605.240850357927,1.605240850357927
20,146,CIPAMOKOLAN,Soekarno Hatta,67.50338537093893,74,Kantor Kecamatan Rancasari,C_Kantor,537.5700291650257,0.5375700291650257
20,147,MARGASARI,Soekarno Hatta,111.27555660346894,132,Pertamina,A_SPBU,556.179498222496,0.556179498222496
20,148,RANCABOLANG,Soekarno Hatta,33.0211008177217,74,Kantor Kecamatan Rancasari,C_Kantor,4151.02146791267,4.1510214679126705
20,149,BABAKAN TAROGONG,Pajajaran,81.77158426954557,251,Mall Festival Citylink,B_Mall,1364.65330873691,1.3646533087369102
20,150,CIGENDING,Soekarno Hatta,44.840858878695414,184,Kelurahan Pasanggrahan,C_Kantor,1845.5140352275585,1.8455140352275585
